m1,m2,m3,m4,laser,target
1,1,1,0,9.547297668,75.15468987
0,1,0,0,19.94046208,91.30435396
1,0,0,1,8.167593613,79.71455795
1,1,0,1,3.646584596,76.04240337
0,0,1,1,12.27212676,86.53335636
0,0,0,1,4.725754161,82.1378764
0,0,1,0,2.110982734,79.90382036
0,0,1,0,1.003483441,66.35470623
1,1,1,0,0.45762548,55.68716586
0,0,0,1,8.623292966,67.11946975
1,0,1,1,8.534515597,73.32678268
0,0,0,1,3.710908002,86.08989441
0,0,1,0,15.68038108,91.08625251
1,0,0,0,2.585412558,69.96648949
1,1,0,0,18.30634385,85.42137665
0,0,1,1,11.75151955,88.01958666
1,1,1,0,0.552327522,79.79782259
1,1,0,0,19.25945251,77.54378264
1,0,0,1,6.158825191,63.73351794
1,1,1,0,8.999499192,74.98135115
1,1,1,1,5.68537386,59.58709321
1,1,0,1,14.56842596,77.31415901
1,0,0,1,9.713604414,81.73692979
1,0,1,0,2.647459188,73.70171891
0,0,0,0,2.084079047,63.32384413
1,0,1,1,14.50750827,87.65615724
0,0,1,0,4.741628099,76.08032458
1,0,1,1,2.755867493,59.45155491
1,0,1,0,9.98855194,89.12288645
1,1,0,1,16.05530575,84.54039814
1,1,1,1,5.575654917,75.14130495
0,0,1,0,5.528632234,59.64927167
0,1,0,1,16.67762521,78.73720833
1,0,0,1,2.956675891,70.17320868
0,0,1,1,12.33455184,92.84630419
1,0,1,1,19.10026966,91.04045104
1,1,1,1,16.82606299,87.41975993
0,0,1,0,1.236304676,67.0445161
0,0,1,0,6.398217531,72.89906997
1,0,1,1,2.847489312,61.43728405
1,0,0,0,18.98481275,88.66840908
0,1,0,1,19.71883132,95.94091671
1,0,1,1,4.699860411,77.5357266
0,1,0,1,13.3939809,77.4325177
1,1,0,1,16.83263464,72.21925893
1,0,1,1,4.673605688,74.75779786
0,0,0,0,3.753612686,71.3229889
0,1,0,0,0.224220465,69.63104608
0,1,1,0,8.239249139,69.02648679
1,1,1,0,17.98874925,94.84181726
1,1,1,0,18.05959298,90.8001411
1,0,0,0,2.55486255,76.37191346
1,1,1,1,4.087049611,56.63302109
0,1,0,0,8.160946619,68.96238609
1,1,1,1,15.6124909,89.26293579
1,1,1,1,12.23702967,70.50756897
1,0,1,0,10.27699487,77.98947733
0,0,1,0,11.83863768,97.34664363
1,0,0,1,1.923993876,62.76446261
1,1,0,1,9.553272845,83.89111953
0,1,1,1,19.84126579,94.55557552
1,0,0,1,1.768922939,79.13470683
1,0,1,1,10.38493355,69.94805519
0,1,1,0,5.912985233,80.19742052
1,0,0,0,10.79826594,86.81823075
1,1,0,1,11.4763752,79.36258667
1,1,1,1,11.54945796,69.77521642
0,1,1,1,17.04417571,75.02430056
1,1,1,1,7.794948293,78.85407139
1,1,0,1,10.32708325,70.53550306
0,1,1,1,0.218567979,63.62735255
0,0,1,1,15.79101203,90.94802993
1,0,1,1,5.189754148,72.87981651
1,0,1,0,16.33110048,75.16250309
1,1,1,1,5.312773328,77.1565312
1,0,1,1,0.215769925,67.22693419
0,1,0,0,3.096626364,70.1697259
1,1,1,1,19.71365805,94.86686993
0,1,1,1,6.396024919,67.5997684
0,1,0,1,2.17647804,76.84396454
1,0,0,1,2.375176073,64.65437612
1,0,1,0,6.206854281,88.65537752
0,0,0,1,0.752900822,62.62432397
0,1,1,1,10.22977176,80.18641985
1,0,0,1,4.27481831,60.73072265
0,0,0,0,10.38621283,75.30700872
1,0,1,1,2.815284374,57.23401111
1,1,0,1,8.59714458,83.34358879
0,0,1,0,11.95833717,79.66478162
0,1,0,0,1.239998767,72.3980692
1,0,1,0,7.974986185,82.85794283
0,1,0,0,6.05047642,79.3756446
1,0,1,1,4.80719633,79.24223031
1,0,1,0,12.09069252,65.94150795
1,0,1,0,11.77083972,72.21579168
0,1,1,0,12.61399613,71.98368126
1,0,0,1,3.177653409,58.11090573
1,0,1,0,5.714184897,74.07693392
1,1,0,1,4.19357556,57.01995494
1,1,0,1,10.8100721,76.45528718
1,1,1,0,9.221313784,87.60636056
1,1,1,1,6.605874752,64.46873318
1,0,0,0,15.72029618,83.13444772
1,0,0,0,1.879474888,83.24994842
1,1,0,1,19.49793378,97.87102624
1,0,1,1,2.330881556,77.2463551
1,1,1,1,15.46141625,87.40802447
0,0,0,1,7.364603783,75.94684007
1,1,0,0,17.30524458,82.90413326
1,0,0,1,1.483398976,71.4607602
1,1,1,1,7.494434204,67.45867582
0,1,0,1,6.70886813,71.38321979
1,0,0,1,19.86314076,80.26779087
0,0,0,0,19.7109799,86.96874247
1,0,0,0,3.796079173,82.21128152
1,1,1,1,12.59893921,79.66558807
0,0,0,1,10.7103884,86.23586578
1,1,1,0,3.087469825,69.85507273
0,0,1,0,3.355594122,70.42415765
0,0,0,0,19.78503457,90.70900949
1,1,1,0,9.054599872,80.5641455
1,1,0,1,2.51602584,71.36543013
1,0,0,1,4.295800775,63.9046542
1,1,0,0,5.366961345,62.43738325
0,1,0,0,10.21834527,87.46107802
0,0,0,1,6.71096259,80.44877318
1,1,1,1,9.100235718,80.50378314
0,0,1,0,3.329991022,81.88818018
0,0,0,1,6.534573812,79.43250464
1,1,1,0,1.406331854,72.54483116
0,0,0,1,17.79420547,100.0734104
0,1,1,1,3.975049543,61.68372533
1,0,1,0,15.13800271,95.09543878
0,1,0,1,6.991035764,66.05897009
1,1,1,0,9.487946379,88.42590223
0,1,1,1,5.825220789,80.15649675
1,1,1,0,13.92882542,67.23421768
0,1,0,0,16.89092839,99.94859811
0,0,1,0,5.725403695,76.75867341
1,0,1,1,4.844352873,86.59563966
1,1,1,0,13.62880531,73.47134876
1,0,1,0,3.903061211,71.57408447
1,1,1,1,12.79679531,68.61675432
0,1,1,1,1.888561594,55.62406717
0,0,1,0,12.4027432,79.78995948
0,0,1,0,10.26813468,75.64333724
1,1,1,1,2.278114312,72.21057462
0,1,0,1,12.9820727,78.56057293
0,1,1,1,8.931143141,69.36622252
1,1,1,0,4.342301016,66.77851378
1,1,1,1,7.067683114,67.68618942
0,1,1,0,9.842042113,78.4449683
1,0,1,0,1.831084545,67.09267561
0,1,0,0,19.15218966,102.7125296
0,1,0,1,13.31124312,78.6033002
1,0,0,1,2.050699626,68.06623207
0,1,0,1,16.45724369,86.02576714
1,1,1,0,6.451098619,71.10542631
1,0,1,0,11.93599073,87.41161188
0,1,1,1,5.542856832,75.08520476
0,0,0,1,14.6681189,84.38912486
0,1,0,0,14.4601795,86.61405621
1,0,0,0,11.04086914,75.56542472
0,0,0,0,4.818511849,69.22860304
1,0,1,0,5.07407615,69.41317085
1,1,1,1,7.657255934,75.59105102
0,1,0,0,2.900243348,74.2213219
1,0,1,0,6.753114264,78.04673045
0,0,0,1,13.68709202,99.48768044
0,1,0,1,16.6169056,84.40305492
0,1,0,1,6.65164581,70.53724989
0,1,0,1,4.671805165,60.980665
0,1,1,0,16.65285157,71.81557621
0,1,1,0,17.81408055,76.494416
0,0,0,0,8.200430466,89.12986602
1,1,0,0,0.538083077,78.80848296
0,0,1,0,13.89923242,78.30917491
1,1,1,1,15.68066472,79.98772695
1,0,0,1,0.360485063,70.88548557
1,0,0,0,11.90061707,78.57734106
0,1,0,1,11.76737516,84.06356821
1,0,0,0,7.574158175,91.78614783
1,0,0,0,14.99534652,92.06734564
0,0,1,0,8.563580762,70.8487966
0,0,1,0,13.53551904,93.12747346
1,1,0,0,10.34234609,85.37578345
0,0,0,1,4.969292094,66.28474001
0,1,0,1,12.13001726,77.89024392
0,0,0,0,14.7381699,106.4962524
0,1,1,0,19.47811347,80.10376491
1,1,1,1,7.602178936,67.84911686
0,1,0,0,1.289450893,69.48227978
0,0,1,0,19.75942442,87.08838213
0,1,0,0,12.47613319,78.08491245
1,1,0,1,18.92900916,83.02005233
1,0,1,0,2.07654172,78.6524318
0,1,0,0,6.840676797,70.04206561
0,0,1,1,2.678733977,71.6897169
1,0,0,0,16.71020309,101.2727249
0,1,0,0,17.60685483,98.53214301
0,0,0,1,10.026234,81.94908281
1,0,0,1,3.732124353,68.16980668
0,0,1,0,2.542379381,59.94267235
0,1,0,1,11.7632822,85.55860385
1,0,1,0,10.12752649,92.10584998
1,0,1,0,13.89578205,77.15056425
0,0,0,1,6.104145252,84.1643069
1,1,1,0,8.0473599,67.16224118
0,0,0,1,0.427221477,62.14396138
0,1,1,1,12.2028609,72.5525298
0,0,1,1,8.462870427,77.77193476
1,1,0,0,18.39529268,84.45183685
1,1,0,1,12.83572595,88.46775352
0,1,1,0,7.973889829,75.54183606
0,0,0,1,5.271783617,68.75490513
1,0,0,1,18.10569885,86.1244626
1,0,1,0,0.325301482,54.96400794
1,1,1,0,6.538249345,77.17013173
0,0,0,1,18.87011168,94.32491865
1,0,1,0,13.08066014,91.93541486
1,1,0,0,10.65438143,70.46708668
0,0,0,1,4.070694358,80.42886951
0,0,1,1,16.66749549,82.70642429
0,1,0,0,4.083981252,69.7456092
1,1,1,1,4.96507063,62.98962933
0,0,0,1,3.837022857,85.92855469
0,1,0,1,3.162989211,65.88918814
0,0,0,0,19.06624992,95.20355269
0,0,1,0,12.04063192,82.7623759
1,0,1,0,12.75674264,69.95526287
0,0,0,1,19.08650931,80.50757037
1,0,1,0,4.611501103,78.18154944
1,1,1,1,0.118350772,70.59062684
1,1,0,1,11.97767299,72.08905541
0,0,1,1,10.15689706,87.33526508
1,1,1,1,9.553007548,81.85838347
0,1,1,0,1.237604225,54.85716293
0,0,0,1,9.088697331,83.05351821
0,1,0,1,5.751191302,64.81461911
1,1,1,0,5.491293544,71.493741
0,0,0,1,4.447631604,67.1081434
0,0,1,0,6.650567195,81.22013445
0,0,0,0,7.062661503,80.36840741
1,0,1,0,6.175515527,81.58632886
1,0,0,1,19.57505431,87.19616366
1,0,1,0,18.65462171,92.38618082
0,0,0,1,11.49020199,85.42751587
1,1,1,0,19.62109677,77.23283304
0,0,0,0,19.82396021,87.2522275
0,1,0,0,7.1187942,76.58809604
1,1,0,0,8.903750915,79.582258
0,0,1,1,19.18123554,74.48768679
1,1,1,1,12.17252399,63.85008715
0,1,1,0,4.258581657,60.57521441
1,1,0,0,13.78761337,74.11761114
0,0,1,0,4.114923641,73.6604251
0,1,0,1,6.787154873,70.90546268
0,1,0,0,4.551203262,74.56879067
0,0,0,0,4.899604319,75.92001977
0,1,1,1,0.093111631,63.72030383
1,1,0,0,17.61417664,97.07180207
0,1,1,0,5.919809906,80.42374044
1,1,1,0,1.72748759,69.95753273
1,1,0,0,1.739748114,66.70371373
1,0,1,1,11.12036553,81.54581033
0,1,0,1,19.85841101,81.75511307
0,0,0,1,2.900449345,70.94829597
0,1,1,0,1.992435619,58.22164018
1,0,0,0,8.766077608,75.1136025
0,0,0,1,11.26662508,69.64915805
0,0,0,0,5.887607178,76.69726497
1,1,1,0,6.05044185,80.42706001
1,1,1,1,8.489530037,69.42254347
1,1,1,1,6.282912303,58.60227708
1,1,0,0,18.30663167,90.71884505
1,1,0,1,0.839091426,58.914702
1,0,1,0,4.691403197,64.18166261
0,0,1,1,16.17105592,94.44600216
1,0,1,1,16.67916249,72.92894353
0,1,1,0,2.231101579,69.07992769
0,1,1,0,19.475269,98.21681635
0,0,0,1,13.867097,95.82651624
1,1,1,0,5.45186112,78.13577963
0,1,0,0,9.120757296,78.87120998
1,0,0,0,5.942772391,77.86854428
1,0,0,1,3.000444997,67.58744615
0,1,0,0,5.823561295,86.30731258
1,1,1,0,11.60183875,88.44943528
0,0,0,1,16.5193939,99.36098145
0,1,1,1,7.270581498,62.99567071
1,0,0,1,6.958030811,70.81961546
0,0,1,1,9.360014022,72.38264772
0,0,1,0,12.891112,83.16667989
0,1,0,0,15.03232525,89.74880218
1,0,1,1,6.535990096,79.09578756
0,0,0,1,11.72704936,70.82443165
1,1,1,0,7.787216826,74.99434614
1,0,0,0,14.32799701,94.36206406
0,1,0,1,3.29349841,75.58731321
0,1,1,0,5.138497301,65.44579035
1,1,1,0,8.521208397,87.30207891
1,0,0,1,17.7882958,78.56713597
0,0,0,1,11.46651579,94.20711687
0,1,1,1,19.30792238,81.27689912
1,1,0,1,2.065553706,64.48580183
1,1,0,0,9.203508273,73.73229861
1,0,0,1,8.381570601,83.44731796
1,1,1,0,12.00412353,64.39183663
1,1,0,0,16.23929217,75.53769129
0,1,0,0,16.82896051,78.67157849
1,0,1,1,13.40389217,75.73382467
1,1,0,0,12.83072728,96.14341544
0,0,0,1,18.98059084,102.9577596
0,0,0,1,7.673748033,70.66845008
1,1,0,1,16.65566628,84.08897775
1,1,1,0,18.43007454,83.65037273
0,1,0,1,9.830784885,84.53117127
1,0,0,1,14.58205157,85.64834817
1,0,0,0,7.540397133,72.54881192
0,0,0,1,3.177580284,70.4050581
1,1,0,0,11.73007763,84.65735769
0,0,1,0,3.929433017,70.70011283
0,1,1,1,9.151982616,76.21142606
0,1,0,1,17.45758627,93.30475059
0,1,0,1,1.720363751,73.2962667
1,0,1,1,0.608570713,62.64163923
0,0,1,0,12.12955695,80.31222533
1,0,1,1,6.621226532,77.72473716
1,1,0,1,8.358754139,78.86126092
1,0,0,0,8.114211773,88.43142899
1,0,0,1,1.73240458,72.67313119
1,1,0,1,0.071328654,62.75947473
0,1,0,1,17.96846486,92.01135436
0,0,0,1,4.355971218,65.53888021
0,1,1,1,8.521579837,81.40859688
0,0,1,0,19.43851593,82.05650453
1,1,0,1,16.53525164,86.78460727
0,1,0,0,2.158617105,74.21288825
1,0,0,0,10.17038063,78.3081717
1,1,1,0,14.60158053,70.02549152
0,1,1,0,13.9678557,86.38472498
0,1,1,1,15.21683705,68.98134808
0,0,1,1,9.149093098,71.53982876
0,1,0,0,3.518458587,72.87952219
1,1,1,1,9.297448878,82.75285574
1,0,1,1,12.95774498,91.8015178
0,0,0,0,12.17184173,78.79592967
1,1,0,1,1.410441076,65.78373287
1,1,0,0,1.299048682,62.36361867
1,1,1,0,19.30515662,93.90005617
0,0,0,1,3.036109101,79.39114314
1,1,1,1,5.88924928,65.05802339
0,0,1,1,15.35268964,99.00679846
0,0,1,0,8.193541516,83.66542094
1,1,1,0,3.629297065,71.76706966
1,1,0,1,9.344647646,80.66710823
0,0,0,0,11.37899942,98.14511504
1,1,1,1,9.055332186,84.41588317
1,1,0,1,18.37892151,88.47347556
0,0,1,1,5.693985902,85.05937427
0,1,1,1,13.22664321,79.55227972
0,0,0,0,2.245894428,90.13279017
0,1,0,1,7.845709153,70.91332725
1,0,1,0,14.81986503,88.09645603
1,0,0,0,4.496338812,83.48157009
0,1,1,0,11.79542091,79.15265514
0,0,0,0,3.068740584,80.59241118
0,0,1,0,2.054033827,80.65514203
1,1,1,0,10.46465498,68.75815507
0,1,0,1,13.50021992,71.90630527
1,1,0,0,2.267341325,71.12820034
0,0,1,1,18.35552505,87.27068192
0,0,0,0,4.515445254,76.76295473
0,0,0,1,2.399506163,84.97418274
1,1,1,1,4.053978167,71.09076158
1,0,1,0,3.391449131,63.99061277
1,0,0,1,1.813493012,71.90260406
0,1,0,1,15.9567847,86.43769357
1,0,1,0,9.910755495,74.02558685
1,1,1,0,7.770388808,85.07160639
0,1,1,0,19.01255854,87.43355477
0,1,1,0,7.420167741,77.93501559
1,0,1,0,3.339454521,71.84971807
1,0,1,0,5.480857839,68.02133538
1,0,1,0,4.779330672,59.57820546
1,1,1,0,9.974825591,72.51542554
0,1,0,1,5.830102479,68.18696518
0,1,0,0,10.32122344,90.54117091
0,0,0,1,13.3858685,82.11255221
1,0,1,0,15.54597571,88.25502758
1,0,0,0,14.20315563,97.35323968
0,0,1,0,4.111814329,66.23510852
0,0,0,0,2.317994385,84.34737164
1,1,1,1,10.84900318,75.35642243
1,0,1,1,3.978235824,62.22452628
0,1,0,0,1.698674435,76.02931352
0,1,1,1,10.54188686,87.34796047
0,0,0,0,6.535883702,77.94363243
1,1,0,1,15.12298024,91.35224306
1,0,0,0,6.283832611,64.97849634
1,0,0,1,19.57434274,92.92760072
1,1,0,1,15.17046383,87.44324104
1,0,0,1,1.15386443,67.70533245
1,0,0,0,10.17745481,91.84056148
0,1,0,1,11.25241002,91.30010925
0,1,0,0,13.90605421,85.0069621
1,1,1,1,9.955935941,85.50753944
0,1,1,0,9.668871968,78.0289437
1,1,0,0,7.358772234,82.28571089
0,1,1,0,5.429227678,82.51615091
1,0,1,1,18.92400424,85.69367134
0,0,0,1,6.351933393,71.87735138
0,0,0,0,1.268426492,70.70172355
1,1,1,0,3.345694786,72.89973479
1,0,0,0,17.14553272,87.36294972
0,1,0,1,11.73266918,83.25870639
0,0,0,1,15.57561099,75.83308308
1,1,1,1,16.17563092,80.00389013
0,0,0,1,16.46472878,88.09225546
1,1,1,1,11.01227415,79.4250799
1,1,0,0,3.542411914,67.53906424
0,1,0,0,2.964655045,76.01677553
1,1,1,0,11.47968841,67.34619622
0,0,0,0,7.330287074,68.43560991
0,0,1,1,11.16096482,84.72003945
1,1,1,1,9.969556885,88.77272347
0,1,0,0,12.04396159,83.82415548
1,1,0,1,0.642235815,68.77228043
1,0,1,0,0.656733613,74.82630414
1,1,1,1,14.43190342,82.41596576
0,1,0,1,3.862544876,64.87031418
1,0,0,0,13.04396924,79.72320038
0,1,0,0,10.93151822,79.01161786
1,1,0,0,19.63588943,98.96950932
1,0,0,1,16.70811758,81.91958452
1,1,1,1,8.262690427,74.58923004
0,1,1,1,12.3282564,74.38050774
0,0,1,0,2.345789145,62.73230857
1,1,1,0,7.727720859,79.07142454
1,0,0,0,14.67775482,94.49314038
0,1,1,1,12.45343168,74.83344309
0,1,0,1,9.689426488,89.09768528
0,1,0,0,3.530582081,75.54944012
1,1,0,0,16.06291852,92.76025609
0,1,0,0,5.463332088,70.58370252
1,0,0,1,16.40958163,87.40330227
0,1,1,1,12.23218126,91.15193601
1,1,0,0,7.454628559,75.3166258
1,0,0,0,0.812104439,60.93386461
1,0,0,0,4.648376887,73.71991161
0,1,1,1,17.78141851,86.82997586
0,0,0,1,16.35948688,76.57880111
0,1,0,1,11.49706626,84.21610584
1,0,0,0,9.326449279,82.34342714
1,0,1,0,12.94285359,76.69362003
0,1,0,0,9.324962557,89.7815732
1,0,1,0,12.88609681,73.44165093
1,1,1,0,6.148081993,74.5751674
1,0,0,0,16.76994436,81.45848694
0,0,1,0,14.03835787,92.03689734
1,0,1,0,6.599512569,83.58192738
0,1,0,0,16.6133223,78.7351925
0,1,0,0,9.746850617,73.18446983
0,0,0,0,3.492777295,66.79851846
0,1,0,1,1.55424924,61.67789997
0,1,1,0,13.99211495,85.04447194
1,1,1,0,17.30241608,82.9379566
0,0,0,1,16.14883977,92.06558911
0,1,0,0,13.1130206,71.92166885
0,0,0,1,2.827501112,79.59551919
1,0,1,1,1.88088152,57.42881402
1,0,0,0,6.90059246,83.09183577
1,0,1,0,17.09821781,82.26711642
1,0,1,1,19.23472541,90.48277825
0,1,1,0,4.827217097,59.91665903
0,1,1,0,15.24191341,93.73830701
1,0,0,0,11.47738434,85.17121199
1,1,0,1,0.636147342,58.86471571
1,1,0,1,10.858327,70.99769381
1,1,1,0,16.11880806,82.38867419
0,1,1,0,5.522455667,73.2868563
1,1,0,1,17.94723248,92.68111868
1,1,1,1,4.725208137,65.86557567
1,1,1,0,1.529462653,71.30545175
1,0,1,0,3.198786189,71.22074192
1,0,0,0,16.74005737,77.64102665
1,0,0,1,8.346118381,81.55712667
1,1,0,1,15.93891127,74.78716853
0,1,1,0,10.62466122,78.34547257
0,0,0,1,9.611182496,73.85445359
0,1,0,0,16.13826303,100.5020316
0,1,0,0,8.469752234,80.60082653
0,0,1,0,16.04065462,73.46053782
0,0,1,0,2.013243299,72.65501515
1,0,1,0,12.72621631,82.91469352
1,1,1,1,14.05174113,91.98930971
0,1,1,1,17.98194792,90.74659457
1,1,0,0,4.486478374,64.19548112
0,0,0,1,12.0843976,91.39826098
1,0,1,0,8.665131274,89.41722841
1,1,1,1,7.655433111,68.87331233
1,0,0,1,2.134271104,61.96040146
1,0,1,1,2.684666612,64.75540884
1,1,1,1,16.73976923,92.02921021
1,0,1,0,14.99506865,80.98200366
0,0,1,1,7.646822606,75.64868409
0,0,1,1,16.56973163,79.01181886
1,1,0,1,1.615323696,64.27118732
0,1,0,1,12.49547834,84.63827751
1,0,1,1,17.36352105,68.58090114
0,1,1,1,16.77728462,73.0117981
1,1,0,1,7.455655199,59.27682669
0,1,1,1,14.90467706,75.71480125
1,0,0,0,8.54936291,73.80852847
0,1,1,0,16.80276329,94.60085541
1,0,0,0,10.615239,76.25772928
0,0,0,1,15.29714098,95.15949039
1,1,1,0,1.571431646,58.69243105
1,0,1,0,11.80051943,88.0852725
1,1,0,0,11.00568355,75.7196557
0,1,1,1,12.19953443,79.61759214
0,0,0,0,13.91283216,96.05544067
0,0,1,0,18.3621794,84.34931587
1,1,1,0,15.71364164,81.85577195
0,1,1,0,4.392759829,84.77634345
1,1,0,0,16.51792539,90.15813249
0,1,0,0,2.441593552,86.13781521
0,0,1,0,12.44397171,76.9950669
0,0,0,1,17.65507616,99.81093526
0,0,1,0,2.022441084,77.80935577
1,1,0,0,16.99385307,72.3378998
0,0,1,1,15.97241468,87.56607786
0,0,0,1,10.07550868,88.38163756
1,0,0,1,6.177952046,66.25085494
1,0,0,1,8.108764561,79.43421099
0,1,0,1,19.37316271,78.02509322
0,0,0,0,4.033951123,84.4673041
1,0,0,0,11.59208576,84.01824646
1,0,1,0,1.664814958,59.3837536
1,0,1,1,4.357861284,60.64440498
0,1,0,0,15.26632776,97.37125793
0,1,1,0,6.051980807,64.61536843
0,0,0,1,19.71532141,85.69607172
1,1,1,1,10.01634086,71.89802551
1,1,1,0,10.33078651,67.63071151
1,1,1,1,0.726294787,55.49012906
0,1,1,0,19.13053499,94.19374648
1,0,0,1,3.484668818,63.05278521
0,1,1,0,10.76681198,65.03138299
1,1,1,0,7.913492199,78.88713054
0,0,1,0,8.311694015,89.74597009
0,0,0,1,12.86600332,92.86103458
1,0,1,1,13.24177354,83.51490989
0,0,0,1,3.085772297,79.72143424
1,1,0,1,9.991733062,89.78000815
0,0,1,0,15.80954898,88.21428109
1,1,0,0,8.865729671,84.78203164
1,1,1,0,3.316089417,79.93331091
0,0,1,0,6.264338863,76.59431424
1,0,1,1,4.247591282,78.43604307
0,1,1,1,2.516349358,68.46070659
1,1,1,1,7.551622549,71.0024984
1,0,1,1,10.81872486,91.99890532
1,0,1,0,1.455030506,80.14911656
1,0,0,1,12.07646744,81.54210008
0,1,0,1,19.8604888,97.43829287
1,1,1,1,19.28249864,86.09215827
1,0,1,0,16.58346964,95.33301716
0,1,0,0,5.326822256,62.32079306
0,0,1,0,0.44815193,79.99161151
0,1,0,1,16.67083406,77.41500083
0,1,0,0,1.11440464,81.13140931
0,0,1,0,4.112561629,63.28075428
0,0,1,0,10.88906431,88.29837415
1,0,0,0,3.567560783,61.06001047
0,1,0,0,16.67576663,99.96554259
1,1,1,0,15.54319393,80.45742166
0,0,1,1,15.11539011,93.63895739
1,1,0,1,16.32255232,89.67112231
1,0,0,0,4.394035605,63.75565742
1,1,0,1,14.57784752,89.65894662
0,0,1,0,7.105630052,69.87593402
0,1,1,1,13.33689519,72.14382
0,1,1,0,2.440434573,79.08898162
0,1,0,1,14.1117316,73.8618758
1,1,0,0,19.44215456,100.3045392
0,0,1,0,0.872007306,65.55047618
1,1,0,1,1.876578023,60.58117005
1,0,0,0,2.472735347,82.61522842
0,0,0,1,8.611278099,90.45639133
0,0,0,0,5.815603699,70.71648222
0,0,0,0,16.13840307,88.31825272
1,1,1,0,9.475744784,83.53541596
0,0,1,0,9.690746854,69.50285883
1,1,1,1,14.34076203,82.04311746
0,1,1,1,7.239379651,71.6696095
1,1,1,1,7.064144948,55.83236952
0,1,0,1,15.13852775,88.05846554
0,0,0,1,15.60083492,78.85417124
1,1,0,0,0.287975451,61.96607764
0,0,1,0,2.875809517,73.65136266
0,1,0,1,4.261963623,78.93632615
0,1,0,0,7.032009375,91.42656033
0,0,0,1,5.828961669,75.95142545
0,1,1,0,13.37040097,83.0470722
0,1,0,1,16.56270468,89.15797
0,1,0,0,3.841739647,69.91431294
1,1,1,0,11.25960121,90.94074373
1,1,1,1,7.356325022,58.98697418
0,0,0,0,10.1155575,71.55597757
0,1,1,1,12.41515684,84.6374243
0,1,0,0,17.87199637,88.87773986
1,0,1,1,3.845853357,64.79385984
1,1,0,0,1.740131741,60.36967538
0,0,0,1,12.54423838,80.11673361
1,1,1,0,7.882616975,81.63335105
0,1,1,0,3.258053866,74.74423502
0,0,1,1,2.341743347,63.01441301
0,1,1,1,11.17819574,69.99529698
0,1,0,1,6.009411891,74.05383974
1,0,1,1,19.94852759,95.56007204
1,0,0,0,8.118016387,85.66483266
0,1,0,0,4.245732175,89.09355896
1,0,0,0,12.5769809,77.74406852
1,1,1,0,4.885097794,74.46637285
0,0,0,0,9.881720865,84.2979656
1,1,0,1,9.651523674,89.35427336
0,0,1,1,9.071152594,68.60735275
0,0,0,1,15.92171393,80.59303233
0,0,0,1,4.332260029,69.24972226
0,0,0,1,18.0861461,93.12625375
1,0,1,0,15.82681006,90.85055748
0,0,0,0,6.662447285,75.18376754
1,0,0,1,3.612050126,81.95500684
0,0,0,1,5.59070049,89.68925849
0,0,1,1,6.652724938,68.35075971
1,1,1,0,11.13866338,79.91335501
0,0,1,1,0.927363376,57.03732763
1,1,0,1,18.2871826,96.44728158
1,0,0,1,1.973497133,63.25422327
0,1,0,0,5.585467882,89.08741758
0,1,0,1,2.185748759,68.41075122
0,0,0,0,5.133456531,73.87034723
0,0,1,1,16.75347637,86.3041263
0,1,0,1,12.30351623,75.47454148
0,1,0,0,4.546464502,67.66708358
1,0,1,0,17.4351706,89.26117595
1,0,1,1,16.01424118,87.71155169
0,0,0,1,15.07298565,98.60617429
1,1,1,0,16.95265397,83.83996754
1,0,1,0,12.39299363,85.34945664
0,0,1,1,10.0287472,87.84751726
0,0,0,0,7.478700523,90.24987368
1,0,1,0,4.475280408,59.88723459
0,0,0,1,11.14823315,77.98470135
1,1,1,1,17.78984691,71.88278728
0,1,0,1,11.87963578,80.21397642
1,0,0,0,18.39213723,100.4851577
1,0,0,1,7.138347392,85.0755218
1,1,1,1,13.90275945,83.45670461
1,0,1,0,12.97330945,91.14695115
0,1,1,1,13.40867688,75.87302851
0,0,0,0,12.90084024,78.97020553
1,1,1,0,4.433093499,62.71635339
1,1,1,1,2.871817966,70.61437712
0,0,0,1,19.57256512,77.4273395
0,1,1,0,0.905902577,59.79226221
1,0,0,1,9.354729741,78.64041677
1,1,1,0,8.501606343,68.87400243
1,0,0,0,7.200379164,79.32293124
1,0,0,1,15.63967707,100.5445689
1,0,1,1,14.90700577,70.76767945
0,1,0,0,18.10449847,101.5045881
1,0,1,0,7.909750524,88.25205277
0,0,1,1,11.28359056,80.50657938
0,0,1,0,17.84614095,103.9422951
0,1,1,0,19.87696126,85.33818264
1,0,0,0,19.38588725,106.6849302
0,1,0,1,14.35687743,91.53408578
0,1,0,0,2.864551156,83.87977546
0,1,1,0,0.463720236,59.21848371
0,0,1,1,16.50436713,94.45770016
1,0,0,0,16.81884049,81.6079608
1,1,0,0,14.92721817,91.96911548
0,0,1,1,5.59846972,80.69077253
0,0,1,1,12.79635719,72.56946039
1,1,1,1,6.324968836,67.61935051
1,1,0,1,9.012964922,65.04719237
1,0,1,1,7.6487017,69.96805165
0,1,0,0,18.27280174,99.10730013
1,0,1,0,4.683146615,61.22378019
0,1,0,1,11.55221809,89.7153897
0,0,1,0,7.219630581,84.79442106
1,0,0,1,13.26142224,81.81665049
0,1,0,0,11.29126282,83.72243931
1,0,0,0,18.47955363,96.53034679
0,0,1,0,2.032243034,69.3124701
1,1,0,1,4.412816795,65.00409006
0,0,0,1,15.32695928,85.21591556
